2022-09-11 20:16:03,874 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=35.0)
2022-09-11 20:16:03,874 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=110.0)
2022-09-11 20:18:33,704 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=210.0)
2022-09-11 20:18:33,705 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=185.0)
2022-09-11 20:18:33,705 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=255.0)
2022-09-11 20:18:33,705 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=205.0)
2022-09-11 20:18:33,705 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='LPG', power=95.0)
2022-09-11 20:18:33,705 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=1000.0)
2022-09-11 20:18:33,705 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=35.0)
2022-09-11 20:18:33,705 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=110.0)
2022-09-11 20:34:20,495 json         ERROR    'color' is a required property. Wrong json file format
2022-09-19 20:40:32,981 json         ERROR    120.012 is not a multiple of 0.01. Wrong json file format
2022-09-20 19:06:49,037 validator    ERROR    Car price must be greater than 0: -25
